"Domaine","Support","Année","Nauteurs","Titre"
"Linguistique", "ART", "1998", "2", "De l’ancien français au français moderne : régression du degré zéro de la détermination et restructuration du système des articles"
"Lettres", "COMM", "1991", "1", "Maria Corti à l'écoute du chant des sirènes"
"Lettres", "ART", "2011", "1", "Le livre des voyageurs au XIXe siècle : usages et manifestations littéraires avec application au cas de Gustave Flaubert"
"Linguistique", "COMM", "2008", "3", "Examen du statut des syntagmes prépositionnels à la lumière de données issues de corpus annotés"
"Lettres", "COUV", "2015", "1", "Henry de Montherlant et Roger Vailland : drôles de joueurs"
"Linguistique", "COMM", "1999", "1", "Querelles de sourds"
"Linguistique", "COMM", "2008", "1", "Les particularités linguistiques des comptes du domaine franco-provençal à la lumière des manuscrits historiques de Châtillon-sur-Chalaronne : Variation linguistique, indices de l'oralité traquée via les variations graphiques"
"Lettres", "COUV", "2004", "2", "Chevaliers et paladins. Le héros de l'aventure des récits arthuriens aux romans de cape et d'épée"
"Lettres", "ART", "2014", "1", "Pouvoirs de la ville : note sur la pensée urbaine et les langages politiques au début de l’âge moderne"
"Informatique", "ART", "2011", "7", "Le concept du NanoLearner : Les mains dans le Nanomonde de l'Université vers le grand public"
"Informatique", "COMM", "2007", "4", "Codage multirésolution sans perte et insertion de données : une approche intégrée"
"Lettres", "COUV", "2006", "1", "Erika Mann, Lisa Tetzner, Ruth Rewald : la littérature de jeunesse en exil (1933-1945)"
"Linguistique", "ART", "2010", "1", "Regards sur la formation des maîtres en France"
"Lettres", "ART", "2004", "1", "Glaner après les moissons de l'Histoire en 1836. Les anecdotes dans les chroniques en séries des journaux d'avant le roman-feuilleton"
"Lettres", "COUV", "2003", "1", "Servius sans Fortuna? La figure du roi Servius Tullius chez Denys d'Halicarnasse"
"Lettres", "COMM", "2005", "1", "Jacques Garelli lecteur de Merleau-Ponty"
"Lettres", "COUV", "2016", "1", "Cassius Dion et les historiens grecs. Contribution à l'histoire comparée des traditions textuelles"
"Informatique", "COMM", "2005", "3", "Une approche de construction d'espaces de représentation multidimensionnels dédiés à la visualisation"
"Lettres", "COMM", "2012", "1", "Y a-t-il des terres inconnues ? Considérations sur l'utopie selon Tommaso Campanella"
"Linguistique", "ART", "2009", "1", "De la synonymie, vue à travers les emplois des mots synonyme, synonymie et synonymique dans les textes"
"Linguistique", "COMM", "2009", "2", "Mesure de l'intensité à partir du logiciel d'analyse du signal (Praat) et du sonomètre (Bruel & Kjaer)"
"Informatique", "COMM", "2012", "2", "Agrégations de Among à l'aide de décompositions"
"Lettres", "COMM", "2007", "2", "Les livres français pour la jeunesse traduits à l'étranger : esquisses d'une enquête"
"Informatique", "COMM", "2012", "2", "Capteurs et programmation à bas niveau: une approche par machine virtuelle. Présentation de la plateforme Arduino."
"Lettres", "COMM", "2002", "1", "De Samivel à John Howe : images du Moyen Âge dans les livres illustrés pour enfants"
"Lettres", "COMM", "2010", "1", "Délaissés, mais laissés, les chapitres d'une page et l'ordre des Essais"
"Informatique", "COMM", "2011", "2", "Une approche auteur pour la scénarisation et le suivi de situations d'apprentissage"
"Informatique", "COMM", "2007", "4", "Application du rééchantillonnage stochastique de l'échelle en détection-estimation de l'activité cérébrale par IRMf"
"Informatique", "COMM", "2011", "3", "Inspirer, explorer: Magellan, un environnement interactif evolutionnaire pour la génération d'exemples"
"Informatique", "COMM", "2012", "3", "Exploitation de la décomposition arborescente pour guider la recherche VNS"
"Lettres", "COMM", "2008", "1", "Quand les lièvres s'envolent : le dialogue entre les écrivains allemands et français pour la jeunesse dans l'entre-deux-guerres"
"Lettres", "COUV", "2013", "4", "Les Historiens"
"Linguistique", "ART", "1989", "1", "Généricité du syntagme nominal sujet et modalités"
"Linguistique", "COMM", "2006", "1", "Développement sensori-moteur de la parole chez l'enfant au cours de la 1ère année"
"Informatique", "COMM", "1999", "1", "De l'importance de la normalisation en bibliométrie"
"Lettres", "ART", "2014", "1", "Éros platonicien, ethos chrétien. Le discours humaniste sur l'amour dans les Emblemata d'André Alciat"
"Linguistique", "ART", "2017", "1", "La correspondance des Balzac revisitée : remarques lexicographiques"
"Informatique", "COMM", "2005", "2", "Vers une nouvelle interface de lecture pour des forums de discussion dédiés à des élaborations collectives"
"Lettres", "ART", "2011", "1", "Le vrai et le faux dans le pacte de Faust avec Méphistophélès"
"Lettres", "COUV", "2012", "1", "Récit de conquête et description des lieux : les opérations en Italie du Sud chez Tite-Live"
"Informatique", "COMM", "2017", "3", "Un validateur d'ontologies par rapport à des profils OWL implémenté dans le langage STTL"
"Lettres", "ART", "2013", "1", "Le rivage de l’Italie grecque dans l’Enéide"
"Informatique", "COMM", "2012", "4", "Évaluation de l'occupation mémoire des CRDTs pour l'édition collaborative temps-réel mobile"
"Informatique", "COMM", "2005", "3", "Les arts instrumentaux du temps à l'ère de l'informatique"
"Linguistique", "COMM", "2013", "1", "L’Orient et l’Occident face aux profils des utilisateurs de manuels généralistes de FLE"
"Informatique", "COMM", "2006", "2", "MODELISATION DES ACTEURS, DES RESSOURCES DOCUMENTAIRES : APPLICATION A UN ENTREPOT UNIVERSITAIRE"
"Informatique", "COMM", "2007", "2", "Apprentissage de mélanges de gaussiens par maximisation de la marge avec SMO"
"Linguistique", "ART", "2014", "1", "Ethnologie et langage au fil d’un parcours passionné"
"Linguistique", "COUV", "2015", "2", "Les traces linguistiques de la conceptualisation collective dans la discussion  Partager"
"Linguistique", "COUV", "2011", "8", "Phénomènes et unités : questions autour de la détection automatique des répétitions dans un corpus de langue parlée en interaction"
"Informatique", "COMM", "2015", "3", "Maintien de la cohérence entre les architectures pour une gestion autonomique de systèmes pervasifs"
"Informatique", "ART", "2006", "3", "Accès personnalisé à l'information : Vers un modèle basé sur les diagrammes d'influence"
"Lettres", "ART", "2010", "1", "Les fables de Kamouraska"
"Lettres", "COUV", "2016", "1", "Les Âmes fortes de Jean Giono"
"Lettres", "ART", "2012", "1", "L'intime au pouvoir"
"Linguistique", "COUV", "2000", "1", "Réflexions sur le statut des emprunts dans les langues « mixtes » à partir du cas mauritanien"
"Informatique", "COUV", "2014", "1", "Réalité augmentée - Applications grand public"
"Lettres", "COUV", "2016", "1", "Servius, la piété d’Énée et un passage homérique"
"Lettres", "COUV", "2006", "1", "Traduction des Evangiles des Quenouilles"
"Informatique", "COMM", "2010", "3", "Une métaheuristique basée sur le Path-Relinking pour l'optimisation d'un problème d'équilibrage de lignes de transfert"
"Linguistique", "COUV", "2011", "1", "Phraséologie et traduction des textes spécialisés"
"Linguistique", "ART", "2000", "2", "À propos du zénaga. Vocalisme et morphologie verbale en berbère"
"Linguistique", "COUV", "2009", "1", "Cadres, espaces, objets et multimodalité dans l'interaction en site commercial"
"Lettres", "ART", "2016", "1", "Rousseau au théâtre: révolutionnaire malgré lui"
"Linguistique", "COUV", "2009", "1", "La diversité des pratiques d'écriture du point de vue de la rhétorique contrastive : analyse de données d'une enquête auprès d'étudiants japonais et de francophones natifs"
"Informatique", "COMM", "2007", "3", "Négociation multilatérale et multi-dimensionnelle d'agents coopératifs - Application à la gestion de crise."
"Informatique", "COUV", "2004", "1", "Indexation de la vidéo numérique"
"Informatique", "COMM", "2003", "4", "Une plate-forme multi-agent pour la segmentation d'images. Etude des stratégies de coopération contour-région."
"Informatique", "COMM", "2013", "4", "Estimation de mouvement dense entre images distantes : intégration combinatoire multi-steps et sélection statistique"
"Informatique", "COMM", "2007", "1", "Annotations par graphes étiquetés et recherche d'information par le contenu"
"Informatique", "COMM", "2010", "1", "Post-Flux : les territoires du numérique"
"Informatique", "COMM", "2008", "2", "Note sur les temps de service résiduels dans les systèmes type M/G/c"
"Informatique", "COMM", "2013", "3", "Rôle communautaire des capitalistes sociaux dans Twitter"
"Linguistique", "COUV", "2009", "1", "Construire l'(in)intelligibilité dans des réunions plurilingues"
"Informatique", "COMM", "2009", "2", "La plate-forme Glozz: environnement d'annotation et d'exploration de corpus"
"Linguistique", "ART", "2009", "1", "Des grippes et des hommes"
"Informatique", "COMM", "2009", "2", "Autorégulation et adaptation du traitement de flux de données par une architecture multi-agent"
"Lettres", "COUV", "2016", "1", "Henry de Montherlant ou le revers du blason"
"Linguistique", "ART", "2016", "1", "Donner sa langue au sourd. Langage intérieur, silence et écriture."
"Linguistique", "COUV", "2014", "1", "Enseignement bilingue et plurilingue en Guyane française"
"Informatique", "COMM", "2009", "3", "Un algorithme GRASP pour la résolution d'un TLBP avec des contraintes liées aux choix d'équipements"
"Informatique", "COMM", "2013", "1", "Développer une application Django"
"Lettres", "ART", "2010", "1", "Autorité ou repentir ? Promotions paradoxales de la 'femme auteur' chez Madame de Genlis et Madame Dufresnoy"
"Informatique", "COMM", "2010", "4", "Auscultation des infrastructures par de nouveaux moyens : utilisation de capteurs de véhicules du commerce et de capteurs externes bas-coûts"
"Lettres", "COUV", "2016", "1", "De l’érotologie arabe aux curiosa : Le Jardin parfumé du Cheikh an-Nafzâwî"
"Informatique", "COMM", "2015", "4", "Annotateurs volontaires investis et éthique de l'annotation de lettres de suicidés"
"Lettres", "COUV", "2015", "1", "La présence de l’Italie dans les Argonautiques, d’Apollonios de Rhodes à Valérius Flaccus"
"Informatique", "ART", "2015", "1", "Compte rendu de la conférence/salon AUVSI’s Unmaned Systems 2015 - Les drones s’exposent à Atlanta."
"Linguistique", "COUV", "2014", "1", "Compétences montrées, compétences partagées, compétences situées : nomination et définition des objets dans les visites guidées"
"Linguistique", "ART", "2016", "1", "Analyse multimodale des relances enseignantes en classes de français langue première et langue seconde"
"Linguistique", "ART", "2016", "1", "Empowerment, socialisation langagière et normification chez des élèves allophones."
"Linguistique", "COUV", "2012", "1", "Le salon bibliothèque : délimitation et partage des espaces. Usage des annonces dénominatives désignatives dans la visite guidée"
"Informatique", "COMM", "2010", "4", "Détection de conditions de visibilité réduite par caméra bord de voies"
"Linguistique", "COUV", "2008", "1", "J'en ai plein, des gâteaux préférés. Représentations de l'oralité enfantine dans la littérature de jeunesse : l'exemple du récit en je."
"Lettres", "COUV", "2010", "1", "Selon qu'on peut : tel était le refrein de Socrate"
"Informatique", "COMM", "2003", "3", "Structuration des lignes de transfert à l'étape de leur conception préliminaire"
"Linguistique", "COMM", "2005", "2", "Une grammaire générale et raisonnée en 1651 (1635?). Description et interprétation d'une découverte empirique"
"Informatique", "COMM", "2007", "2", "Identifier les pronoms anaphoriques et trouver leurs antécédents : l'intérêt de la classification bayésienne"
"Informatique", "COUV", "2008", "2", "Recherche d'information contextuelle et web"
"Linguistique", "COUV", "2016", "1", "L'énonciation dramatique à la lumière des noms d'adresse"
"Informatique", "COMM", "2009", "3", "Un algorithme bi-objectif pour les systèmes d'assemblage bi-niveaux avec incertitude de délais d'approvisionnement"
"Linguistique", "ART", "2007", "1", "Vision et écriture dans le Livre de l'Apocalypse : un problème sémiotique"
"Informatique", "COMM", "2009", "3", "Jugements d'évaluation et constituants périphériques"
"Informatique", "COMM", "2011", "2", "Conception de services télécoms : Une approche IDM à base d'acteurs, sessions et rôles."
"Linguistique", "COUV", "2009", "2", "Les activités transactionnelles et les autres : l'hétérogénéité de l'interaction en site commercial"
"Informatique", "COMM", "2011", "3", "Conception d'une ligne d'usinage reconfigurable à l'aide d'un algorithme génétique multiobjectif"
"Linguistique", "COUV", "2007", "1", "Babel, une dynamique de la différence."
"Linguistique", "ART", "2010", "1", "L'exposition du problème dans des phone-in avec des experts : comparaison d'interactions"
"Linguistique", "COUV", "2012", "1", "Listes et mise en place de classes d'objets dans les échanges ordinaires"
"Linguistique", "COUV", "2007", "2", "Confidence/dévoilement de soi dans l'interaction : introduction"
"Informatique", "COMM", "2007", "3", "Évaluer SynLex"
