"Domaine","Support","Année","Nauteurs","Titre"
"Informatique", "COMM", "2005", "3", "Construction d'une base de connaissance pour l'évaluation de l'usage d'un environnement STIC"
"Lettres", "COUV", "2001", "1", "Notices : Du Cerceau ; Philandrier"
"Lettres", "COUV", "2007", "1", "Chronique de voyage et sagesse des nations"
"Lettres", "COMM", "2006", "1", "« Le consul de France et la politique italienne »"
"Linguistique", "ART", "2010", "1", "Le français ou ce qui arrive lorsqu'un état de choses est observé comme une entité"
"Linguistique", "ART", "2013", "1", "Au rythme du discours proverbial"
"Informatique", "ART", "2002", "2", "Forêt cherche propriétaire pour relation durable ; étude sur la propriété forestière en Sologne"
"Lettres", "ART", "2010", "1", "La dame courtoise et la littérature dans Les Miracles de Nostre Dame de Gautier de Coinci"
"Linguistique", "COMM", "2015", "1", "Échanger, partager et apprendre en alternant les langues : lecture des processus interactionnels et des stratégies discursives à l’œuvre lors d’échanges de lycéens plurilingues en classe dans la Collectivité ultra-marine de Saint-Martin."
"Informatique", "COMM", "2011", "2", "Analysis of performances and computational modelling of maqam improvisations"
"Lettres", "COUV", "2005", "1", "Le bombardement d'Alger par les Danois en 1770 d'après les Vers en idiome barbaresque : langue arabe et littérature dans l'Algérie du XVIIIe siècle"
"Informatique", "COMM", "2011", "3", "Modélisation et résolution d'un problème de mélange avec constitution et utilisation de pré-mélanges."
"Informatique", "COMM", "2006", "6", "Approximation de courbes par Algorithme Génétique Multi-Objectif"
"Linguistique", "COMM", "2016", "1", "Ferdinand Brunot et l’orthographe française, entre histoire et enseignement"
"Informatique", "COMM", "2018", "5", "SuperPatchMatch : Un algorithme de correspondances robustes de patchs de superpixels"
"Linguistique", "ART", "2004", "1", "Jacques Roubaud, portrait du poète en gentleman-cambrioleur"
"Linguistique", "ART", "2010", "1", "La didactique des langues : une théorie d'ensemble et des variables ?"
"Linguistique", "COMM", "2009", "1", "Liaison et schwa : dimension structurale et aspects cognitifs de la variation"
"Linguistique", "COMM", "2016", "1", "Conférence introductive : Didactiques des plurilinguismes"
"Lettres", "COUV", "2017", "1", "L'abbé de Saint-Pierre : rationalité politique et écriture du système"
"Informatique", "COMM", "1979", "2", "Description d'une unité de réponse vocale de données numériques décimales"
"Lettres", "COMM", "2012", "1", "La figure de Napoléon et la Corse dans la littérature française contemporaine"
"Informatique", "ART", "2015", "3", "Sélection de variables en apprentissage d’ordonnancement. Évaluation des SVM pondérés"
"Informatique", "COMM", "2017", "2", "De la preuve et de l'utilisation des Systèmes Inéquitables Numériques (SIN)"
"Informatique", "COMM", "2014", "3", "L'instant propice à l'envoi d'un message sur la couche IEEE 802.11p/1609.4"
"Lettres", "COMM", "2008", "1", "Le détour épistolaire. Pour une autre critique"
"Informatique", "COMM", "2018", "6", "Avez-vous identifié toutes les parties prenantes ?"
"Informatique", "ART", "2018", "1", "Bitcoin, la cryptomonnaie"
"Linguistique", "COUV", "2013", "1", "Postface. Interdisciplinarité, intercompréhension, interculturation : retour réflexif sur un programme de recherche."
"Lettres", "ART", "2008", "1", "L'art de la démonstration dans les œuvres philosophiques de Sénèque : le rôle argumentatif des interro-négatives de cause"
"Informatique", "COMM", "2011", "5", "Évaluation des performances d'un axe ferroviaire en fonction des caractéristiques fiabilistes de ses systèmes de signalisations"
"Linguistique", "COUV", "2010", "1", "Discours"
"Linguistique", "ART", "2005", "1", "Pourquoi on ne parle pas tous la même langue : quand j'avais dix ans..."
"Informatique", "COMM", "2015", "2", "Stratégies de sélection des exemples pour l’apprentissage actif avec des champs aléatoires conditionnels"
"Lettres", "COUV", "2012", "1", "Pierre Michon au miroir de Velasquez"
"Lettres", "ART", "1963", "1", "Variations sur un succube - Histoire de Thibaud de la Jacquière"
"Lettres", "ART", "1999", "1", "L'enfance de l'art"
"Informatique", "COMM", "2017", "3", "Une approche parallèle pour la résolution numérique des problèmes de plasticité : condensation et sous-structuration non linéaires avec différentes conditions d'interface"
"Lettres", "COMM", "2012", "1", "Destruction, conservation, restauration : questions de politique urbaine chez Louis-Sébastien Mercier"
"Informatique", "COMM", "2006", "2", "Étude de la dominance dans les CSPs à contraintes de différence"
"Informatique", "COMM", "2006", "2", "Recherche de structure d'un réseau Bayésien par métaheuristiques"
"Informatique", "COMM", "2014", "2", "Organisation de communautés et Équilibre de Nash"
"Linguistique", "ART", "2006", "1", "Écrire au nom de la science et de sa discipline : la figure de l'auteur dans l'article en sciences humaines."
"Informatique", "COMM", "2018", "3", "Programmation linéaire en nombres entiers pour un problème d’ordonnancement avec production et consommation des ressources"
"Informatique", "ART", "2005", "2", "Estimation consistante des paramètres d'un modèle non linéaire pour des données fonctionnelles discrétisées aléatoirement"
"Linguistique", "COUV", "2017", "2", "Les verba sonandi associés aux animaux dans les langues slaves : emplois métaphoriques et constructions (sur l’exemple du russe et du serbe)"
"Informatique", "COUV", "2013", "3", "Limitations et comparaisons d'ordonnancement utilisant des distances couleur"
"Lettres", "COUV", "2014", "1", "Candide, roman antiphilosophique"
"Informatique", "COMM", "2015", "3", "Diagnosticabilité de Réseaux de Petri Labellisés basée sur les explications minimales et les T-semiflots"
"Lettres", "COUV", "2009", "1", "De l'amour et de ses surprises dans La Surprise de l'amour, La Seconde Surprise de l'amour et Le Jeu de l'amour et du hasard"
"Lettres", "ART", "2003", "1", "Un grand pan de mur rose : notes sur Pour un Malherbe de Francis Ponge"
"Linguistique", "COUV", "2012", "1", "La langue de scolarisation et les autres langues à l’école élémentaire"
"Informatique", "COMM", "2017", "1", "Assister l'utilisateur à expliciter un modèle de trace avec l'analyse de concepts formels."
"Informatique", "ART", "2009", "4", "Effet d’une décorrélation visuo-motrice sur le mouvement de pointage"
"Linguistique", "ART", "2012", "2", "Postures réflexives en construction : des « choix » de langues au moment des enquêtes aux enjeux de l’écriture scientifique"
"Lettres", "ART", "2006", "1", "Farce, satire et science dans The Emperor of the Moon (1687) d’Aphra Behn"
"Lettres", "COUV", "2016", "1", "La pauvreté dans l'Angleterre anglo-saxonne (VIe -XIe siècles) : les outils du chercheur"
"Informatique", "COMM", "2008", "5", "Etude pour l’amélioration d’un système d’identification nommée du locuteur"
"Linguistique", "COUV", "2009", "1", "Éléments pour la caractérisation des toponymes en emploi événementiel."
"Linguistique", "COUV", "2012", "1", "Chronique d'une fin annoncée"
"Informatique", "ART", "1993", "1", "Un algorithme primitif récursif pour la fonction Inf"
"Linguistique", "COMM", "2002", "1", "Paramétrisation en langue portugaise"
"Informatique", "ART", "2012", "6", "Déformation de la peau d'un personnage avec prise en compte des contacts"
"Linguistique", "COMM", "2007", "1", "Apprentissage auto-dirigé et centres de ressources"
"Linguistique", "COMM", "2005", "5", "Perception et mise en langue de la qualité vocale dans le chant lyrique"
"Lettres", "COUV", "2013", "1", "La trahison de la parole : mythe fondateur et fondement éthique de la poétique mussétienne"
"Linguistique", "COUV", "2016", "2", "L'éducation bilingue dans le contexte multilingue guyanais : dispositifs cloisonnants et pratiques pédagogiques innovantes"
"Lettres", "COUV", "2012", "1", "La littérature contemporaine face au numérique : assimilation, résistance ou reconversion ?"
"Lettres", "COUV", "2006", "3", "Faite d'yeux : genèse sans généalogie"
"Lettres", "COUV", "2016", "1", "Eh qui connaît que vous les beautés et les grâces ?"
"Linguistique", "ART", "2016", "1", "Apprentissage du langage oral à l’école maternelle"
"Lettres", "COUV", "2012", "1", "Qu’est-ce que les Mille et Une Nuits aujourd’hui ? Le livre, l’anthologie et la culture oubliée"
"Informatique", "ART", "1996", "3", "Colloque National sur les Recherches en IUT"
"Lettres", "ART", "1997", "1", "Vocations de Marseille : propos sur son histoire"
"Lettres", "COMM", "2009", "1", "Providentialisme calvinien et écriture historique"
"Linguistique", "COUV", "2016", "2", "Adaptation de la class action américaine en Espagne et dans la francophonie"
"Lettres", "COUV", "2017", "1", "Sur les traductions françaises (1568, 1738, 1996) de la Storia d’Italia de Francesco Guicciardini"
"Linguistique", "COUV", "2001", "2", "Usages et mésusages des Dictionnaires : lexique, histoire, textes littéraires."
"Informatique", "ART", "2012", "1", "Méthodes numériques adaptatives pour la simulation de la dynamique de fronts de réaction multi-échelles en temps et en espace"
"Linguistique", "COMM", "2005", "1", "Marguerite Duras : annalyse lexicale statistique d'Un Barrage contre le Pacifique, Moderato Cantabile et l'Amant"
"Lettres", "ART", "2009", "1", "A Description of the Isthmus of America de Lionel Wafer : de la colonisation à une hétérologie méso-américaine ?"
"Linguistique", "ART", "2006", "1", "Écrire sur soi en contexte de formation professionnelle : quels objectifs, quels enjeux, quelles contraintes, quelles pratiques ?"
"Linguistique", "COMM", "2000", "1", "Signes archaïques de numération dans les institutions pour enfants sourds : une énigme ethnolinguistique"
"Informatique", "COMM", "2013", "4", "Explicitation de connaissances tacites par évaluation assistée par ordinateur"
"Informatique", "ART", "2004", "2", "Adaptation de contenus multimédias pour les systèmes d'information pervasifs"
"Linguistique", "COMM", "2011", "1", "Traduire : conquérir. La conception nietzschéenne de la traduction comme appropriation"
"Linguistique", "ART", "2001", "1", "Métonymie dans la presse écrite : entre discours et langue"
"Linguistique", "ART", "2012", "1", "Néologie et sentiment de la langue au 18e siècle"
"Informatique", "COUV", "2010", "3", "Re-ingénierie, migration et rénovation logicielle inter-paradigmes : de l'objet vers les composants"
"Lettres", "COMM", "2010", "1", "Passion du jeu et passion amoureuse dans Vingt-quatre heures de la vie d'une femme de Stefan Zweig"
"Informatique", "COMM", "2009", "2", "Réflexions autour de la construction dirigée par les modèles d'un atelier de composition d'orchestrations"
"Linguistique", "COMM", "2007", "1", "Autobiographie et cinéma : Marianna Otero, Clémence Boulouque"
"Lettres", "COUV", "2006", "1", "Bergeries sandiennes. Politique de l'idylle (1847-1848)"
"Lettres", "ART", "1996", "1", "Critique, une revue dont le sérieux fit la fortune"
"Linguistique", "COUV", "2009", "2", "Les interactions en site commercial : présentation"
"Lettres", "COMM", "2013", "1", "Les matérialités à l'œuvre dans la poésie élémentaire de Julien Blaine"
"Lettres", "ART", "2009", "1", "Les voyages pédestres de scolaires à la fin du XIXe siècle. Santé, éducation et littérature de de voyage"
"Informatique", "COMM", "2018", "5", "Besoins ontologiques d'un système d'irrigation intelligent : comparaison entre SSN et SAREF"
"Informatique", "COUV", "2017", "2", "Visualisation de données massives"
"Linguistique", "ART", "2004", "1", "Pour un nouveau dictionnaire informatisé"
"Linguistique", "ART", "2009", "1", "Les inscriptions de Veleia-Iruña (version entièrement revue et augmentée d'un index alphabétique)"
"Linguistique", "ART", "2004", "2", "Caractéristiques et intégration d'un environnement informatique d'aide à la préparation du baccalauréat de Français sur une plate forme régionale"
"Informatique", "COMM", "2006", "2", "L'accessibilité des E-services aux personnes non-voyantes : difficultés d'usage te recommandations"
"Informatique", "COMM", "2005", "3", "Un convertisseur flash 4 bits à base de transistors MOS consommant 3,8mW à 300MHz"
"Informatique", "COMM", "2010", "3", "Un outil spécifique à Moodle pour le calcul des indicateurs d’interaction"
"Linguistique", "ART", "2013", "1", "Application de la lexigénèse à l’aspect lexical et grammatical"
"Linguistique", "ART", "2003", "2", "L'acquisition de la négation en français par des adultes arabophones"
"Informatique", "COMM", "2002", "3", "Vers la régulation des systèmes de compétences multi-entreprises"
"Linguistique", "ART", "2015", "3", "Le linguistique et le littéraire. Qu’apportent les manuscrits de linguistes ?"
"Linguistique", "COMM", "2018", "2", "Ce que l’oculométrie peut apporter à une approche écologique aux échanges en ligne. Une étude exploratoire"
"Lettres", "COMM", "2009", "1", "Francisco Umbral, entre violence et poésie"
"Linguistique", "ART", "2016", "1", "Sens et topoi lexicaux en corpus : le lieu de l’apartheid"
